Nuclide;Z;N;A;Nuclide
Cr-63;24;39;63;63Cr
Cr-63;24;39;63;63Cr
Cr-55;24;31;55;55Cr
Cr-56;24;32;56;56Cr
Cr-57;24;33;57;57Cr
Cr-58;24;34;58;58Cr
Cr-59;24;35;59;59Cr
Cr-60;24;36;60;60Cr
Cr-60;24;36;60;60Cr
Cr-61;24;37;61;61Cr
Cr-61;24;37;61;61Cr
Cr-62;24;38;62;62Cr
Cr-62;24;38;62;62Cr
Cr-54;24;30;54;54Cr
Cr-66;24;42;66;66Cr
Cr-66;24;42;66;66Cr
Cr-66;24;42;66;66Cr
Cr-67;24;43;67;67Cr
Cr-67;24;43;67;67Cr
Cr-67;24;43;67;67Cr
Cr-67;24;43;67;67Cr
Cr-68;24;44;68;68Cr
Cr-68;24;44;68;68Cr
Cr-68;24;44;68;68Cr
Cr-68;24;44;68;68Cr
Cr-69;24;45;69;69Cr
Cr-70;24;46;70;70Cr
Cr-64;24;40;64;64Cr
Cr-64;24;40;64;64Cr
Cr-65;24;41;65;65Cr
Cr-65;24;41;65;65Cr
Cr-65;24;41;65;65Cr
Cr-41;24;17;41;41Cr
Cr-42;24;18;42;42Cr
Cr-42;24;18;42;42Cr
Cr-43;24;19;43;43Cr
Cr-43;24;19;43;43Cr
Cr-43;24;19;43;43Cr
Cr-43;24;19;43;43Cr
Cr-52;24;28;52;52Cr
Cr-53;24;29;53;53Cr
Cr-44;24;20;44;44Cr
Cr-44;24;20;44;44Cr
Cr-45;24;21;45;45Cr
Cr-45;24;21;45;45Cr
Cr-46;24;22;46;46Cr
Cr-47;24;23;47;47Cr
Cr-48;24;24;48;48Cr
Cr-49;24;25;49;49Cr
Cr-50;24;26;50;50Cr
Cr-51;24;27;51;51Cr
Mn-69;25;44;69;69Mn
Mn-69;25;44;69;69Mn
Mn-69;25;44;69;69Mn
Mn-69;25;44;69;69Mn
Mn-68;25;43;68;68Mn
Mn-68;25;43;68;68Mn
Mn-68;25;43;68;68Mn
Mn-71;25;46;71;71Mn
Mn-71;25;46;71;71Mn
Mn-71;25;46;71;71Mn
Mn-70;25;45;70;70Mn
Mn-70;25;45;70;70Mn
Mn-70;25;45;70;70Mn
Mn-70;25;45;70;70Mn
Mn-73;25;48;73;73Mn
Mn-72;25;47;72;72Mn
Mn-65;25;40;65;65Mn
Mn-65;25;40;65;65Mn
Mn-67;25;42;67;67Mn
Mn-67;25;42;67;67Mn
Mn-67;25;42;67;67Mn
Mn-66;25;41;66;66Mn
Mn-66;25;41;66;66Mn
Mn-66;25;41;66;66Mn
Mn-54;25;29;54;54Mn
Mn-54;25;29;54;54Mn
Mn-47;25;22;47;47Mn
Mn-47;25;22;47;47Mn
Mn-46;25;21;46;46Mn
Mn-46;25;21;46;46Mn
Mn-49;25;24;49;49Mn
Mn-48;25;23;48;48Mn
Mn-48;25;23;48;48Mn
Mn-48;25;23;48;48Mn
Mn-51;25;26;51;51Mn
Mn-50;25;25;50;50Mn
Mn-50;25;25;50;50Mn
Mn-53;25;28;53;53Mn
Mn-52;25;27;52;52Mn
Mn-52;25;27;52;52Mn
Mn-52;25;27;52;52Mn
Mn-45;25;20;45;45Mn
Mn-58;25;33;58;58Mn
Mn-58;25;33;58;58Mn
Mn-58;25;33;58;58Mn
Mn-57;25;32;57;57Mn
Mn-60;25;35;60;60Mn
Mn-60;25;35;60;60Mn
Mn-60;25;35;60;60Mn
Mn-59;25;34;59;59Mn
Mn-62;25;37;62;62Mn
Mn-62;25;37;62;62Mn
Mn-62;25;37;62;62Mn
Mn-62;25;37;62;62Mn
Mn-61;25;36;61;61Mn
Mn-61;25;36;61;61Mn
Mn-64;25;39;64;64Mn
Mn-64;25;39;64;64Mn
Mn-64;25;39;64;64Mn
Mn-63;25;38;63;63Mn
Mn-63;25;38;63;63Mn
Mn-56;25;31;56;56Mn
Mn-55;25;30;55;55Mn
Mn-44;25;19;44;44Mn
Mn-44;25;19;44;44Mn
Mn-43;25;18;43;43Mn
Fe-60;26;34;60;60Fe
Fe-59;26;33;59;59Fe
Fe-62;26;36;62;62Fe
Fe-61;26;35;61;61Fe
Fe-64;26;38;64;64Fe
Fe-63;26;37;63;63Fe
Fe-65;26;39;65;65Fe
Fe-65;26;39;65;65Fe
Fe-65;26;39;65;65Fe
Fe-65;26;39;65;65Fe
Fe-56;26;30;56;56Fe
Fe-58;26;32;58;58Fe
Fe-57;26;31;57;57Fe
Fe-71;26;45;71;71Fe
Fe-71;26;45;71;71Fe
Fe-71;26;45;71;71Fe
Fe-70;26;44;70;70Fe
Fe-70;26;44;70;70Fe
Fe-70;26;44;70;70Fe
Fe-73;26;47;73;73Fe
Fe-73;26;47;73;73Fe
Fe-73;26;47;73;73Fe
Fe-72;26;46;72;72Fe
Fe-72;26;46;72;72Fe
Fe-72;26;46;72;72Fe
Fe-75;26;49;75;75Fe
Fe-75;26;49;75;75Fe
Fe-75;26;49;75;75Fe
Fe-75;26;49;75;75Fe
Fe-74;26;48;74;74Fe
Fe-74;26;48;74;74Fe
Fe-74;26;48;74;74Fe
Fe-67;26;41;67;67Fe
Fe-67;26;41;67;67Fe
Fe-66;26;40;66;66Fe
Fe-66;26;40;66;66Fe
Fe-69;26;43;69;69Fe
Fe-69;26;43;69;69Fe
Fe-69;26;43;69;69Fe
Fe-68;26;42;68;68Fe
Fe-68;26;42;68;68Fe
Fe-45;26;19;45;45Fe
Fe-45;26;19;45;45Fe
Fe-45;26;19;45;45Fe
Fe-45;26;19;45;45Fe
Fe-45;26;19;45;45Fe
Fe-49;26;23;49;49Fe
Fe-49;26;23;49;49Fe
Fe-48;26;22;48;48Fe
Fe-48;26;22;48;48Fe
Fe-51;26;25;51;51Fe
Fe-50;26;24;50;50Fe
Fe-50;26;24;50;50Fe
Fe-53;26;27;53;53Fe
Fe-53;26;27;53;53Fe
Fe-52;26;26;52;52Fe
Fe-52;26;26;52;52Fe
Fe-52;26;26;52;52Fe
Fe-55;26;29;55;55Fe
Fe-54;26;28;54;54Fe
Fe-47;26;21;47;47Fe
Fe-47;26;21;47;47Fe
Fe-47;26;21;47;47Fe
Fe-46;26;20;46;46Fe
Fe-46;26;20;46;46Fe
Fe-76;26;50;76;76Fe
Co-74;27;47;74;74Co
Co-74;27;47;74;74Co
Co-74;27;47;74;74Co
Co-74;27;47;74;74Co
Co-75;27;48;75;75Co
Co-75;27;48;75;75Co
Co-75;27;48;75;75Co
Co-75;27;48;75;75Co
Co-72;27;45;72;72Co
Co-72;27;45;72;72Co
Co-72;27;45;72;72Co
Co-73;27;46;73;73Co
Co-73;27;46;73;73Co
Co-73;27;46;73;73Co
Co-73;27;46;73;73Co
Co-76;27;49;76;76Co
Co-76;27;49;76;76Co
Co-76;27;49;76;76Co
Co-76;27;49;76;76Co
Co-67;27;40;67;67Co
Co-67;27;40;67;67Co
Co-67;27;40;67;67Co
Co-67;27;40;67;67Co
Co-70;27;43;70;70Co
Co-70;27;43;70;70Co
Co-70;27;43;70;70Co
Co-70;27;43;70;70Co
Co-70;27;43;70;70Co
Co-70;27;43;70;70Co
Co-71;27;44;71;71Co
Co-71;27;44;71;71Co
Co-68;27;41;68;68Co
Co-68;27;41;68;68Co
Co-68;27;41;68;68Co
Co-68;27;41;68;68Co
Co-69;27;42;69;69Co
Co-69;27;42;69;69Co
Co-69;27;42;69;69Co
Co-69;27;42;69;69Co
Co-77;27;50;77;77Co
Co-77;27;50;77;77Co
Co-77;27;50;77;77Co
Co-77;27;50;77;77Co
Co-78;27;51;78;78Co
Co-52;27;25;52;52Co
Co-53;27;26;53;53Co
Co-53;27;26;53;53Co
Co-53;27;26;53;53Co
Co-50;27;23;50;50Co
Co-50;27;23;50;50Co
Co-50;27;23;50;50Co
Co-51;27;24;51;51Co
Co-56;27;29;56;56Co
Co-54;27;27;54;54Co
Co-54;27;27;54;54Co
Co-55;27;28;55;55Co
Co-48;27;21;48;48Co
Co-49;27;22;49;49Co
Co-47;27;20;47;47Co
Co-63;27;36;63;63Co
Co-64;27;37;64;64Co
Co-61;27;34;61;61Co
Co-62;27;35;62;62Co
Co-62;27;35;62;62Co
Co-62;27;35;62;62Co
Co-65;27;38;65;65Co
Co-66;27;39;66;66Co
Co-66;27;39;66;66Co
Co-59;27;32;59;59Co
Co-60;27;33;60;60Co
Co-60;27;33;60;60Co
Co-60;27;33;60;60Co
Co-57;27;30;57;57Co
Co-58;27;31;58;58Co
Ni-79;28;51;79;79Ni
Ni-79;28;51;79;79Ni
Ni-79;28;51;79;79Ni
Ni-80;28;52;80;80Ni
Ni-80;28;52;80;80Ni
Ni-80;28;52;80;80Ni
Ni-80;28;52;80;80Ni
Ni-78;28;50;78;78Ni
Ni-78;28;50;78;78Ni
Ni-81;28;53;81;81Ni
Ni-82;28;54;82;82Ni
Ni-65;28;37;65;65Ni
Ni-66;28;38;66;66Ni
Ni-63;28;35;63;63Ni
Ni-64;28;36;64;64Ni
Ni-67;28;39;67;67Ni
Ni-58;28;30;58;58Ni
Ni-61;28;33;61;61Ni
Ni-62;28;34;62;62Ni
Ni-59;28;31;59;59Ni
Ni-60;28;32;60;60Ni
Ni-76;28;48;76;76Ni
Ni-76;28;48;76;76Ni
Ni-77;28;49;77;77Ni
Ni-77;28;49;77;77Ni
Ni-77;28;49;77;77Ni
Ni-74;28;46;74;74Ni
Ni-74;28;46;74;74Ni
Ni-75;28;47;75;75Ni
Ni-75;28;47;75;75Ni
Ni-68;28;40;68;68Ni
Ni-68;28;40;68;68Ni
Ni-69;28;41;69;69Ni
Ni-69;28;41;69;69Ni
Ni-69;28;41;69;69Ni
Ni-69;28;41;69;69Ni
Ni-72;28;44;72;72Ni
Ni-72;28;44;72;72Ni
Ni-73;28;45;73;73Ni
Ni-73;28;45;73;73Ni
Ni-70;28;42;70;70Ni
Ni-71;28;43;71;71Ni
Ni-71;28;43;71;71Ni
Ni-54;28;26;54;54Ni
Ni-55;28;27;55;55Ni
Ni-52;28;24;52;52Ni
Ni-52;28;24;52;52Ni
Ni-53;28;25;53;53Ni
Ni-53;28;25;53;53Ni
Ni-56;28;28;56;56Ni
Ni-57;28;29;57;57Ni
Ni-50;28;22;50;50Ni
Ni-50;28;22;50;50Ni
Ni-50;28;22;50;50Ni
Ni-51;28;23;51;51Ni
Ni-51;28;23;51;51Ni
Ni-48;28;20;48;48Ni
Ni-48;28;20;48;48Ni
Ni-49;28;21;49;49Ni
Ni-49;28;21;49;49Ni
Cu-57;29;28;57;57Cu
Cu-56;29;27;56;56Cu
Cu-56;29;27;56;56Cu
Cu-55;29;26;55;55Cu
Cu-55;29;26;55;55Cu
Cu-54;29;25;54;54Cu
Cu-58;29;29;58;58Cu
Cu-53;29;24;53;53Cu
Cu-53;29;24;53;53Cu
Cu-52;29;23;52;52Cu
Cu-68;29;39;68;68Cu
Cu-68;29;39;68;68Cu
Cu-68;29;39;68;68Cu
Cu-67;29;38;67;67Cu
Cu-66;29;37;66;66Cu
Cu-65;29;36;65;65Cu
Cu-60;29;31;60;60Cu
Cu-59;29;30;59;59Cu
Cu-64;29;35;64;64Cu
Cu-64;29;35;64;64Cu
Cu-63;29;34;63;63Cu
Cu-62;29;33;62;62Cu
Cu-61;29;32;61;61Cu
Cu-78;29;49;78;78Cu
Cu-78;29;49;78;78Cu
Cu-77;29;48;77;77Cu
Cu-77;29;48;77;77Cu
Cu-76;29;47;76;76Cu
Cu-76;29;47;76;76Cu
Cu-76;29;47;76;76Cu
Cu-71;29;42;71;71Cu
Cu-70;29;41;70;70Cu
Cu-70;29;41;70;70Cu
Cu-70;29;41;70;70Cu
Cu-70;29;41;70;70Cu
Cu-70;29;41;70;70Cu
Cu-69;29;40;69;69Cu
Cu-75;29;46;75;75Cu
Cu-75;29;46;75;75Cu
Cu-74;29;45;74;74Cu
Cu-73;29;44;73;73Cu
Cu-72;29;43;72;72Cu
Cu-82;29;53;82;82Cu
Cu-82;29;53;82;82Cu
Cu-82;29;53;82;82Cu
Cu-81;29;52;81;81Cu
Cu-81;29;52;81;81Cu
Cu-81;29;52;81;81Cu
Cu-80;29;51;80;80Cu
Cu-79;29;50;79;79Cu
Cu-79;29;50;79;79Cu
Cu-84;29;55;84;84Cu
Cu-83;29;54;83;83Cu
Zn-58;30;28;58;58Zn
Zn-58;30;28;58;58Zn
Zn-57;30;27;57;57Zn
Zn-57;30;27;57;57Zn
Zn-59;30;29;59;59Zn
Zn-59;30;29;59;59Zn
Zn-54;30;24;54;54Zn
Zn-56;30;26;56;56Zn
Zn-56;30;26;56;56Zn
Zn-55;30;25;55;55Zn
Zn-55;30;25;55;55Zn
Zn-83;30;53;83;83Zn
Zn-83;30;53;83;83Zn
Zn-82;30;52;82;82Zn
Zn-85;30;55;85;85Zn
Zn-85;30;55;85;85Zn
Zn-85;30;55;85;85Zn
Zn-84;30;54;84;84Zn
Zn-84;30;54;84;84Zn
Zn-84;30;54;84;84Zn
Zn-81;30;51;81;81Zn
Zn-81;30;51;81;81Zn
Zn-80;30;50;80;80Zn
Zn-80;30;50;80;80Zn
Zn-86;30;56;86;86Zn
Zn-72;30;42;72;72Zn
Zn-71;30;41;71;71Zn
Zn-71;30;41;71;71Zn
Zn-71;30;41;71;71Zn
Zn-74;30;44;74;74Zn
Zn-73;30;43;73;73Zn
Zn-73;30;43;73;73Zn
Zn-73;30;43;73;73Zn
Zn-73;30;43;73;73Zn
Zn-70;30;40;70;70Zn
Zn-79;30;49;79;79Zn
Zn-79;30;49;79;79Zn
Zn-76;30;46;76;76Zn
Zn-75;30;45;75;75Zn
Zn-78;30;48;78;78Zn
Zn-77;30;47;77;77Zn
Zn-77;30;47;77;77Zn
Zn-77;30;47;77;77Zn
Zn-61;30;31;61;61Zn
Zn-61;30;31;61;61Zn
Zn-61;30;31;61;61Zn
Zn-61;30;31;61;61Zn
Zn-60;30;30;60;60Zn
Zn-63;30;33;63;63Zn
Zn-62;30;32;62;62Zn
Zn-69;30;39;69;69Zn
Zn-69;30;39;69;69Zn
Zn-69;30;39;69;69Zn
Zn-68;30;38;68;68Zn
Zn-65;30;35;65;65Zn
Zn-64;30;34;64;64Zn
Zn-67;30;37;67;67Zn
Zn-66;30;36;66;66Zn
Ga-85;31;54;85;85Ga
Ga-85;31;54;85;85Ga
Ga-84;31;53;84;84Ga
Ga-84;31;53;84;84Ga
Ga-84;31;53;84;84Ga
Ga-84;31;53;84;84Ga
Ga-87;31;56;87;87Ga
Ga-87;31;56;87;87Ga
Ga-87;31;56;87;87Ga
Ga-86;31;55;86;86Ga
Ga-86;31;55;86;86Ga
Ga-86;31;55;86;86Ga
Ga-81;31;50;81;81Ga
Ga-81;31;50;81;81Ga
Ga-83;31;52;83;83Ga
Ga-83;31;52;83;83Ga
Ga-82;31;51;82;82Ga
Ga-82;31;51;82;82Ga
Ga-88;31;57;88;88Ga
Ga-74;31;43;74;74Ga
Ga-74;31;43;74;74Ga
Ga-74;31;43;74;74Ga
Ga-73;31;42;73;73Ga
Ga-76;31;45;76;76Ga
Ga-75;31;44;75;75Ga
Ga-72;31;41;72;72Ga
Ga-71;31;40;71;71Ga
Ga-78;31;47;78;78Ga
Ga-77;31;46;77;77Ga
Ga-80;31;49;80;80Ga
Ga-80;31;49;80;80Ga
Ga-79;31;48;79;79Ga
Ga-79;31;48;79;79Ga
Ga-63;31;32;63;63Ga
Ga-62;31;31;62;62Ga
Ga-62;31;31;62;62Ga
Ga-65;31;34;65;65Ga
Ga-64;31;33;64;64Ga
Ga-61;31;30;61;61Ga
Ga-61;31;30;61;61Ga
Ga-70;31;39;70;70Ga
Ga-70;31;39;70;70Ga
Ga-67;31;36;67;67Ga
Ga-66;31;35;66;66Ga
Ga-69;31;38;69;69Ga
Ga-68;31;37;68;68Ga
Ga-60;31;29;60;60Ga
Ga-60;31;29;60;60Ga
Ga-60;31;29;60;60Ga
Ga-59;31;28;59;59Ga
Ga-56;31;25;56;56Ga
Ga-58;31;27;58;58Ga
Ga-57;31;26;57;57Ga
Ge-77;32;45;77;77Ge
Ge-77;32;45;77;77Ge
Ge-77;32;45;77;77Ge
Ge-78;32;46;78;78Ge
Ge-75;32;43;75;75Ge
Ge-75;32;43;75;75Ge
Ge-75;32;43;75;75Ge
Ge-76;32;44;76;76Ge
Ge-73;32;41;73;73Ge
Ge-73;32;41;73;73Ge
Ge-74;32;42;74;74Ge
Ge-72;32;40;72;72Ge
Ge-81;32;49;81;81Ge
Ge-81;32;49;81;81Ge
Ge-79;32;47;79;79Ge
Ge-79;32;47;79;79Ge
Ge-79;32;47;79;79Ge
Ge-80;32;48;80;80Ge
Ge-66;32;34;66;66Ge
Ge-67;32;35;67;67Ge
Ge-64;32;32;64;64Ge
Ge-65;32;33;65;65Ge
Ge-65;32;33;65;65Ge
Ge-62;32;30;62;62Ge
Ge-62;32;30;62;62Ge
Ge-63;32;31;63;63Ge
Ge-70;32;38;70;70Ge
Ge-71;32;39;71;71Ge
Ge-71;32;39;71;71Ge
Ge-68;32;36;68;68Ge
Ge-69;32;37;69;69Ge
Ge-61;32;29;61;61Ge
Ge-61;32;29;61;61Ge
Ge-59;32;27;59;59Ge
Ge-59;32;27;59;59Ge
Ge-60;32;28;60;60Ge
Ge-60;32;28;60;60Ge
Ge-58;32;26;58;58Ge
Ge-88;32;56;88;88Ge
Ge-89;32;57;89;89Ge
Ge-86;32;54;86;86Ge
Ge-86;32;54;86;86Ge
Ge-87;32;55;87;87Ge
Ge-87;32;55;87;87Ge
Ge-84;32;52;84;84Ge
Ge-84;32;52;84;84Ge
Ge-85;32;53;85;85Ge
Ge-85;32;53;85;85Ge
Ge-85;32;53;85;85Ge
Ge-82;32;50;82;82Ge
Ge-83;32;51;83;83Ge
Ge-90;32;58;90;90Ge
Ge-90;32;58;90;90Ge
Ge-90;32;58;90;90Ge
As-83;33;50;83;83As
As-90;33;57;90;90As
As-90;33;57;90;90As
As-91;33;58;91;91As
As-88;33;55;88;88As
As-89;33;56;89;89As
As-89;33;56;89;89As
As-86;33;53;86;86As
As-86;33;53;86;86As
As-86;33;53;86;86As
As-87;33;54;87;87As
As-87;33;54;87;87As
As-84;33;51;84;84As
As-84;33;51;84;84As
As-85;33;52;85;85As
As-85;33;52;85;85As
As-92;33;59;92;92As
As-79;33;46;79;79As
As-80;33;47;80;80As
As-77;33;44;77;77As
As-78;33;45;78;78As
As-75;33;42;75;75As
As-75;33;42;75;75As
As-76;33;43;76;76As
As-73;33;40;73;73As
As-74;33;41;74;74As
As-74;33;41;74;74As
As-81;33;48;81;81As
As-82;33;49;82;82As
As-82;33;49;82;82As
As-68;33;35;68;68As
As-69;33;36;69;69As
As-66;33;33;66;66As
As-67;33;34;67;67As
As-64;33;31;64;64As
As-65;33;32;65;65As
As-63;33;30;63;63As
As-72;33;39;72;72As
As-70;33;37;70;70As
As-71;33;38;71;71As
As-61;33;28;61;61As
As-62;33;29;62;62As
As-60;33;27;60;60As
Se-95;34;61;95;95Se
Se-95;34;61;95;95Se
Se-95;34;61;95;95Se
Se-94;34;60;94;94Se
Se-84;34;50;84;84Se
Se-85;34;51;85;85Se
Se-92;34;58;92;92Se
Se-93;34;59;93;93Se
Se-90;34;56;90;90Se
Se-90;34;56;90;90Se
Se-91;34;57;91;91Se
Se-91;34;57;91;91Se
Se-88;34;54;88;88Se
Se-88;34;54;88;88Se
Se-89;34;55;89;89Se
Se-89;34;55;89;89Se
Se-86;34;52;86;86Se
Se-87;34;53;87;87Se
Se-87;34;53;87;87Se
Se-74;34;40;74;74Se
Se-81;34;47;81;81Se
Se-81;34;47;81;81Se
Se-81;34;47;81;81Se
Se-82;34;48;82;82Se
Se-79;34;45;79;79Se
Se-79;34;45;79;79Se
Se-79;34;45;79;79Se
Se-80;34;46;80;80Se
Se-77;34;43;77;77Se
Se-77;34;43;77;77Se
Se-78;34;44;78;78Se
Se-75;34;41;75;75Se
Se-76;34;42;76;76Se
Se-83;34;49;83;83Se
Se-83;34;49;83;83Se
Se-70;34;36;70;70Se
Se-71;34;37;71;71Se
Se-68;34;34;68;68Se
Se-69;34;35;69;69Se
Se-69;34;35;69;69Se
Se-66;34;32;66;66Se
Se-67;34;33;67;67Se
Se-67;34;33;67;67Se
Se-64;34;30;64;64Se
Se-65;34;31;65;65Se
Se-65;34;31;65;65Se
Se-72;34;38;72;72Se
Se-73;34;39;73;73Se
Se-73;34;39;73;73Se
Se-73;34;39;73;73Se
Se-63;34;29;63;63Se
Br-98;35;63;98;98Br
Br-98;35;63;98;98Br
Br-98;35;63;98;98Br
Br-97;35;62;97;97Br
Br-96;35;61;96;96Br
Br-96;35;61;96;96Br
Br-95;35;60;95;95Br
Br-95;35;60;95;95Br
Br-87;35;52;87;87Br
Br-87;35;52;87;87Br
Br-86;35;51;86;86Br
Br-85;35;50;85;85Br
Br-94;35;59;94;94Br
Br-94;35;59;94;94Br
Br-93;35;58;93;93Br
Br-93;35;58;93;93Br
Br-92;35;57;92;92Br
Br-92;35;57;92;92Br
Br-91;35;56;91;91Br
Br-91;35;56;91;91Br
Br-90;35;55;90;90Br
Br-90;35;55;90;90Br
Br-89;35;54;89;89Br
Br-89;35;54;89;89Br
Br-88;35;53;88;88Br
Br-88;35;53;88;88Br
Br-76;35;41;76;76Br
Br-76;35;41;76;76Br
Br-76;35;41;76;76Br
Br-75;35;40;75;75Br
Br-84;35;49;84;84Br
Br-84;35;49;84;84Br
Br-83;35;48;83;83Br
Br-82;35;47;82;82Br
Br-82;35;47;82;82Br
Br-82;35;47;82;82Br
Br-81;35;46;81;81Br
Br-80;35;45;80;80Br
Br-80;35;45;80;80Br
Br-80;35;45;80;80Br
Br-79;35;44;79;79Br
Br-79;35;44;79;79Br
Br-78;35;43;78;78Br
Br-78;35;43;78;78Br
Br-77;35;42;77;77Br
Br-77;35;42;77;77Br
Br-65;35;30;65;65Br
Br-73;35;38;73;73Br
Br-72;35;37;72;72Br
Br-72;35;37;72;72Br
Br-72;35;37;72;72Br
Br-71;35;36;71;71Br
Br-70;35;35;70;70Br
Br-70;35;35;70;70Br
Br-69;35;34;69;69Br
Br-68;35;33;68;68Br
Br-67;35;32;67;67Br
Br-66;35;31;66;66Br
Br-74;35;39;74;74Br
Br-74;35;39;74;74Br
Kr-100;36;64;100;100Kr
Kr-100;36;64;100;100Kr
Kr-99;36;63;99;99Kr
Kr-99;36;63;99;99Kr
Kr-98;36;62;98;98Kr
Kr-98;36;62;98;98Kr
Kr-97;36;61;97;97Kr
Kr-97;36;61;97;97Kr
Kr-96;36;60;96;96Kr
Kr-96;36;60;96;96Kr
Kr-101;36;65;101;101Kr
Kr-101;36;65;101;101Kr
Kr-101;36;65;101;101Kr
Kr-89;36;53;89;89Kr
Kr-88;36;52;88;88Kr
Kr-87;36;51;87;87Kr
Kr-86;36;50;86;86Kr
Kr-95;36;59;95;95Kr
Kr-95;36;59;95;95Kr
Kr-94;36;58;94;94Kr
Kr-94;36;58;94;94Kr
Kr-93;36;57;93;93Kr
Kr-93;36;57;93;93Kr
Kr-92;36;56;92;92Kr
Kr-92;36;56;92;92Kr
Kr-91;36;55;91;91Kr
Kr-90;36;54;90;90Kr
Kr-78;36;42;78;78Kr
Kr-77;36;41;77;77Kr
Kr-76;36;40;76;76Kr
Kr-85;36;49;85;85Kr
Kr-85;36;49;85;85Kr
Kr-85;36;49;85;85Kr
Kr-84;36;48;84;84Kr
Kr-83;36;47;83;83Kr
Kr-83;36;47;83;83Kr
Kr-82;36;46;82;82Kr
Kr-81;36;45;81;81Kr
Kr-81;36;45;81;81Kr
Kr-81;36;45;81;81Kr
Kr-80;36;44;80;80Kr
Kr-79;36;43;79;79Kr
Kr-79;36;43;79;79Kr
Kr-67;36;31;67;67Kr
Kr-75;36;39;75;75Kr
Kr-74;36;38;74;74Kr
Kr-73;36;37;73;73Kr
Kr-73;36;37;73;73Kr
Kr-72;36;36;72;72Kr
Kr-72;36;36;72;72Kr
Kr-71;36;35;71;71Kr
Kr-71;36;35;71;71Kr
Kr-70;36;34;70;70Kr
Kr-70;36;34;70;70Kr
Kr-69;36;33;69;69Kr
Kr-68;36;32;68;68Kr
Rb-92;37;55;92;92Rb
Rb-92;37;55;92;92Rb
Rb-93;37;56;93;93Rb
Rb-93;37;56;93;93Rb
Rb-94;37;57;94;94Rb
Rb-94;37;57;94;94Rb
Rb-95;37;58;95;95Rb
Rb-95;37;58;95;95Rb
Rb-96;37;59;96;96Rb
Rb-96;37;59;96;96Rb
Rb-87;37;50;87;87Rb
Rb-88;37;51;88;88Rb
Rb-88;37;51;88;88Rb
Rb-89;37;52;89;89Rb
Rb-90;37;53;90;90Rb
Rb-90;37;53;90;90Rb
Rb-90;37;53;90;90Rb
Rb-91;37;54;91;91Rb
Rb-81;37;44;81;81Rb
Rb-81;37;44;81;81Rb
Rb-81;37;44;81;81Rb
Rb-82;37;45;82;82Rb
Rb-82;37;45;82;82Rb
Rb-82;37;45;82;82Rb
Rb-83;37;46;83;83Rb
Rb-84;37;47;84;84Rb
Rb-84;37;47;84;84Rb
Rb-84;37;47;84;84Rb
Rb-85;37;48;85;85Rb
Rb-86;37;49;86;86Rb
Rb-86;37;49;86;86Rb
Rb-86;37;49;86;86Rb
Rb-86;37;49;86;86Rb
Rb-77;37;40;77;77Rb
Rb-78;37;41;78;78Rb
Rb-78;37;41;78;78Rb
Rb-78;37;41;78;78Rb
Rb-79;37;42;79;79Rb
Rb-80;37;43;80;80Rb
Rb-71;37;34;71;71Rb
Rb-72;37;35;72;72Rb
Rb-73;37;36;73;73Rb
Rb-73;37;36;73;73Rb
Rb-74;37;37;74;74Rb
Rb-75;37;38;75;75Rb
Rb-76;37;39;76;76Rb
Rb-76;37;39;76;76Rb
Rb-103;37;66;103;103Rb
Rb-103;37;66;103;103Rb
Rb-103;37;66;103;103Rb
Rb-104;37;67;104;104Rb
Rb-97;37;60;97;97Rb
Rb-97;37;60;97;97Rb
Rb-97;37;60;97;97Rb
Rb-98;37;61;98;98Rb
Rb-98;37;61;98;98Rb
Rb-98;37;61;98;98Rb
Rb-98;37;61;98;98Rb
Rb-99;37;62;99;99Rb
Rb-99;37;62;99;99Rb
Rb-100;37;63;100;100Rb
Rb-100;37;63;100;100Rb
Rb-100;37;63;100;100Rb
Rb-101;37;64;101;101Rb
Rb-101;37;64;101;101Rb
Rb-102;37;65;102;102Rb
Rb-102;37;65;102;102Rb
Sr-105;38;67;105;105Sr
Sr-105;38;67;105;105Sr
Sr-105;38;67;105;105Sr
Sr-106;38;68;106;106Sr
Sr-106;38;68;106;106Sr
Sr-106;38;68;106;106Sr
Sr-107;38;69;107;107Sr
Sr-107;38;69;107;107Sr
Sr-107;38;69;107;107Sr
Sr-98;38;60;98;98Sr
Sr-98;38;60;98;98Sr
Sr-99;38;61;99;99Sr
Sr-99;38;61;99;99Sr
Sr-100;38;62;100;100Sr
Sr-100;38;62;100;100Sr
Sr-101;38;63;101;101Sr
Sr-101;38;63;101;101Sr
Sr-102;38;64;102;102Sr
Sr-102;38;64;102;102Sr
Sr-103;38;65;103;103Sr
Sr-103;38;65;103;103Sr
Sr-103;38;65;103;103Sr
Sr-104;38;66;104;104Sr
Sr-104;38;66;104;104Sr
Sr-104;38;66;104;104Sr
Sr-94;38;56;94;94Sr
Sr-95;38;57;95;95Sr
Sr-96;38;58;96;96Sr
Sr-97;38;59;97;97Sr
Sr-97;38;59;97;97Sr
Sr-88;38;50;88;88Sr
Sr-89;38;51;89;89Sr
Sr-90;38;52;90;90Sr
Sr-91;38;53;91;91Sr
Sr-92;38;54;92;92Sr
Sr-93;38;55;93;93Sr
Sr-83;38;45;83;83Sr
Sr-83;38;45;83;83Sr
Sr-84;38;46;84;84Sr
Sr-85;38;47;85;85Sr
Sr-85;38;47;85;85Sr
Sr-85;38;47;85;85Sr
